cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
38,gray|orange|red,3,2,gray,42,28,9,5,17.763,3.463,0.2863,0.0488,45.19
39,brown|gray|orange,3,2,gray,42,29,9,4,14.836,3.162,0.299,0.0588,38.363
58,blue|gray|red,3,2,gray,42,34,6,2,16.012,4.803,0.3422,0.0733,58.32
83,gray|red,2,1,gray,42,34,3,5,16.792,6.202,0.2751,0.0848,56.938
87,gray|green,2,1,gray,42,25,11,6,18.795,6.24,0.2751,0.0621,40.501
92,brown|orange|white,3,2,white,42,27,11,4,18.116,4.47,0.3599,0.0926,48.716
6,black|blue|gray,3,1,black|gray,41,32,6,3,7.39,2.812,0.1818,0.043,21.94
16,blue|gray|orange,3,2,gray,41,28,8,5,15.079,1.514,0.2581,0.0289,42.275
21,gray|orange|yellow,3,2,gray,41,38,3,0,21.522,3.145,0.2851,0.0403,57.313
33,blue|gray|white,3,1,gray|white,41,28,8,5,7.233,4.829,0.1644,0.0625,21.257
33,brown|orange|yellow,3,3,,41,22,8,11,29.531,6.325,0.4964,0.0918,74.149
46,brown|gray|red,3,2,gray,41,21,16,4,12.854,4.539,0.3478,0.078,35.24
51,gray|orange|white,3,1,gray|white,41,30,7,4,14.002,4.806,0.2161,0.0584,43.896
53,blue|brown|gray,3,2,gray,41,31,6,4,14.283,3.351,0.2971,0.0487,40.454
58,blue|gray|green,3,2,gray,41,28,8,5,15.675,5.029,0.3514,0.0565,45.719
75,cyan|orange,2,2,,41,36,3,2,33.977,1.096,0.5946,0.0175,124.941
75,cyan,1,1,,41,37,3,1,34.515,1.736,0.6152,0.0202,115.284
90,blue|gray|red,3,2,gray,41,36,5,0,16.519,3.787,0.3059,0.0355,47.794
93,brown|gray|orange,3,2,gray,41,28,7,6,17.427,3.252,0.3148,0.0452,44.199
8,brown|white,2,1,white,40,29,7,4,13.87,2.994,0.4448,0.0512,36.057
9,blue|brown|gray,3,2,gray,40,25,9,6,13.325,3.102,0.3499,0.0797,40.977
15,blue|gray|orange,3,2,gray,40,28,7,5,11.423,6.334,0.2888,0.0768,34.931
26,black|blue|brown,3,2,black,40,29,7,4,8.027,2.037,0.2693,0.0407,29.003
29,black|gray|white,3,0,black|gray|white,40,28,8,4,7.345,2.943,0.1697,0.0343,23.02
39,gray|green|yellow,3,2,gray,40,26,10,4,17.806,4.211,0.3161,0.0659,37.363
46,gray|red|white,3,1,gray|white,40,30,7,3,13.509,5.342,0.2605,0.0684,41.995
65,blue|gray|white,3,1,gray|white,40,26,8,6,17.07,4.078,0.2685,0.08,60.212
69,brown|orange|white,3,2,white,40,30,7,3,19.363,6.528,0.3552,0.103,49.698
88,blue|brown|gray,3,2,gray,40,28,8,4,11.79,2.158,0.3092,0.0583,37.931
97,black|gray|yellow,3,1,black|gray,40,28,8,4,10.698,2.28,0.2196,0.0368,35.157
1,gray|red,2,1,gray,39,26,7,6,16.124,6.977,0.2993,0.1243,46.162
7,blue|gray|white,3,1,gray|white,39,29,8,2,14.046,6.49,0.2662,0.0877,39.428
10,blue|gray|yellow,3,2,gray,39,32,3,4,26.449,8.933,0.3802,0.1167,76.7
16,blue|gray|yellow,3,2,gray,39,27,8,4,18.462,3.031,0.2476,0.0355,49.038
17,blue|brown|gray,3,2,gray,39,20,11,8,14.165,2.943,0.2908,0.0584,43.504
28,brown|red,2,2,,39,22,9,8,13.103,5.235,0.5422,0.1425,39.981
30,gray|green,2,1,gray,39,28,6,5,18.914,3.65,0.3583,0.0573,38.701
37,gray|orange|white,3,1,gray|white,39,22,6,11,13.205,2.522,0.2068,0.0461,33.585
39,brown|gray|yellow,3,2,gray,39,24,7,8,15.007,4.058,0.2956,0.0566,34.985
46,brown|orange|red,3,3,,39,25,7,7,22.559,6.849,0.509,0.1243,56.568
47,blue|gray|green,3,2,gray,39,30,7,2,16.852,4.071,0.3094,0.0581,45.133
49,blue|gray,2,1,gray,39,28,6,5,11.203,4.11,0.246,0.0847,29.47
56,black|gray|orange,3,1,black|gray,39,26,12,1,21.215,5.24,0.3079,0.043,64.394
57,brown|gray|red,3,2,gray,39,24,9,6,24.051,13.456,0.4202,0.1692,64.312
71,brown|orange,2,2,,39,36,1,2,18.485,3.263,0.3585,0.0572,33.699
77,brown|gray|red,3,2,gray,39,31,5,3,12.93,3.015,0.2683,0.0502,42.533
78,brown|gray|orange,3,2,gray,39,28,8,3,17.167,3.377,0.3528,0.0692,50.111
79,blue|gray|green,3,2,gray,39,26,9,4,15.37,3.788,0.2937,0.0494,41.703
93,gray|orange,2,1,gray,39,24,12,3,15.538,4.45,0.2281,0.053,37.939
5,blue|gray|white,3,1,gray|white,38,27,5,6,24.933,11.535,0.3424,0.1343,67.42
6,blue|gray|green,3,2,gray,38,27,9,2,15.813,3.172,0.306,0.047,43.434
9,brown|red,2,2,,38,30,3,5,17.554,3.944,0.5557,0.1261,39.982
14,green|orange|yellow,3,3,,38,30,5,3,25.698,7.519,0.4136,0.1091,53.62
22,brown|orange|yellow,3,3,,38,26,10,2,26.786,6.229,0.4662,0.0833,61.445
29,red,1,1,,38,16,10,12,45.067,16.745,0.6146,0.1426,71.929
35,gray|orange|white,3,1,gray|white,38,29,6,3,15.497,4.126,0.2466,0.0511,49.777
36,gray|orange|red,3,2,gray,38,24,8,6,15.898,3.937,0.3126,0.0749,35.959
48,red,1,1,,38,25,10,3,53.45,15.667,0.697,0.1235,89.61
57,blue,1,1,,38,27,8,3,32.188,9.81,0.5914,0.1449,61.732
59,gray|orange|white,3,1,gray|white,38,29,4,5,19.33,5.511,0.2696,0.0693,58.893
68,cyan|gray,2,1,gray,38,34,2,2,15.827,4.588,0.3478,0.1268,71.5
69,blue|gray|white,3,1,gray|white,38,27,7,4,12.294,6.263,0.2392,0.0931,37.131
77,gray|red,2,1,gray,38,25,10,3,17.143,4.91,0.2941,0.0934,57.012
81,cyan,1,1,,38,27,7,4,14.758,1.861,0.7693,0.0231,43.191
89,orange|red,2,2,,38,33,4,1,27.295,7.7,0.4846,0.1166,52.541
90,blue|brown|red,3,3,,38,25,12,1,16.731,4.207,0.3802,0.0492,50.902
91,blue|gray|red,3,2,gray,38,27,8,3,14.466,4.983,0.3242,0.0816,41.539
0,blue|green,2,2,,37,32,2,3,23.893,4.647,0.4565,0.0539,48.418
0,blue|green|yellow,3,3,,37,24,5,8,18.31,4.393,0.3872,0.0664,44.988
1,blue|gray|white,3,1,gray|white,37,28,7,2,12.726,5.645,0.2474,0.1101,35.854
2,blue|gray|orange,3,2,gray,37,24,9,4,15.112,3.462,0.2703,0.0496,49.52
3,blue|brown|orange,3,3,,37,26,8,3,32.059,3.07,0.5247,0.0367,66.431
10,brown|gray|orange,3,2,gray,37,25,8,4,19.168,5.539,0.3199,0.0784,57.343
24,black|gray|red,3,1,black|gray,37,26,7,4,12.929,4.511,0.2542,0.0529,47.359
29,blue|gray,2,1,gray,37,25,6,6,16.068,8.037,0.3141,0.1295,46.739
32,black|gray|yellow,3,1,black|gray,37,27,7,3,16.238,1.985,0.2446,0.0273,40.394
49,brown|gray|yellow,3,2,gray,37,28,6,3,12.078,3.019,0.3065,0.0857,29.156
57,red|white,2,1,white,37,22,12,3,15.233,4.898,0.243,0.0986,45.278
62,blue|gray|white,3,1,gray|white,37,26,8,3,19.122,6.099,0.3111,0.1473,58.012
63,gray|red|white,3,1,gray|white,37,28,4,5,20.715,7.232,0.2688,0.0663,76.182
64,brown|gray|red,3,2,gray,37,25,7,5,14.026,2.812,0.3708,0.0626,33.802
69,black|gray|white,3,0,black|gray|white,37,26,7,4,8.36,2.942,0.1931,0.0377,29.333
71,brown|gray,2,1,gray,37,26,7,4,9.41,2.388,0.2097,0.0598,31.078
74,brown|gray,2,1,gray,37,25,7,5,10.765,3.895,0.2707,0.099,29.368
78,black|brown|gray,3,1,black|gray,37,22,13,2,7.763,1.94,0.2921,0.0728,25.88
81,brown|gray|orange,3,2,gray,37,28,7,2,12.765,3.571,0.2507,0.075,35.939
1,gray|red|white,3,1,gray|white,36,29,5,2,15.803,3.607,0.2598,0.0584,52.153
15,yellow,1,1,,36,25,7,4,49.826,6.006,0.5555,0.1312,86.161
27,gray|green,2,1,gray,36,22,8,6,14.909,5.046,0.2475,0.0686,28.226
38,brown|orange|yellow,3,3,,36,24,6,6,21.749,6.475,0.3974,0.0898,43.403
38,gray|red|white,3,1,gray|white,36,24,7,5,16.459,6.84,0.235,0.0673,50.373
39,blue|gray|white,3,1,gray|white,36,26,6,4,8.881,2.209,0.2104,0.0541,22.682
46,cyan|gray|green,3,2,gray,36,25,8,3,12.813,2.59,0.3155,0.0661,39.022
51,brown|red|white,3,2,white,36,26,5,5,19.259,7.619,0.3765,0.1096,55.351
77,black|blue|gray,3,1,black|gray,36,26,7,3,7.167,2.777,0.1959,0.0407,22.74
79,cyan|gray|green,3,2,gray,36,26,6,4,16.396,3.288,0.3308,0.0572,38.564
81,blue|white,2,1,white,36,26,7,3,24.04,7.716,0.4337,0.0849,61.836
84,brown|cyan|green,3,3,,36,26,9,1,22.73,4.061,0.5284,0.0793,78.35
85,brown|green|yellow,3,3,,36,32,3,1,16.953,3.879,0.414,0.0609,44.001
94,black|brown|orange,3,2,black,36,32,3,1,12.263,4.624,0.295,0.0605,42.46
1,gray|orange|red,3,2,gray,35,24,7,4,20.573,8.989,0.339,0.1225,54.157
2,blue|gray|green,3,2,gray,35,29,4,2,13.662,4.545,0.2866,0.0627,41.197
2,black|gray|white,3,0,black|gray|white,35,25,7,3,6.705,1.655,0.158,0.0226,20.085
6,blue|gray|white,3,1,gray|white,35,24,8,3,10.592,5.636,0.2105,0.071,32.194
14,brown|white|yellow,3,2,white,35,27,8,0,23.71,3.406,0.3883,0.0367,60.826
15,brown|white,2,1,white,35,22,8,5,7.739,2.477,0.1726,0.0422,29.729
19,brown|orange,2,2,,35,26,7,2,20.084,4.284,0.4016,0.0456,45.538
23,blue|gray|white,3,1,gray|white,35,18,11,6,17.522,4.636,0.2744,0.0707,60.496
31,blue|brown|gray,3,2,gray,35,25,8,2,12.937,3.323,0.2921,0.0689,39.985
71,gray|orange,2,1,gray,35,27,5,3,14.505,3.008,0.2277,0.044,51.475
71,blue|gray|white,3,1,gray|white,35,24,9,2,14.505,5.893,0.2877,0.117,46.947
81,orange|white,2,1,white,35,18,13,4,19.937,3.89,0.297,0.056,56.877
84,cyan|gray|white,3,1,gray|white,35,23,9,3,18.69,3.109,0.2781,0.0477,71.163
2,brown|gray|white,3,1,gray|white,34,23,7,4,9.079,2.854,0.2025,0.0493,25.775
5,gray|red,2,1,gray,34,25,7,2,22.067,14.282,0.3221,0.1345,65.361
8,brown|gray,2,1,gray,34,23,6,5,11.591,2.069,0.3824,0.0565,32.042
11,gray|orange|red,3,2,gray,34,27,5,2,17.935,4.733,0.3396,0.0725,48.035
14,cyan|gray|white,3,1,gray|white,34,29,3,2,17.724,3.102,0.2628,0.0462,63.814
21,gray|orange|white,3,1,gray|white,34,25,8,1,17.888,3.036,0.246,0.0356,48.062
22,cyan|white|yellow,3,2,white,34,25,5,4,25.524,3.586,0.356,0.0516,81.192
29,gray|orange|white,3,1,gray|white,34,23,6,5,16.698,4.898,0.2478,0.0672,51.356
33,cyan|gray|green,3,2,gray,34,22,6,6,22.259,2.973,0.3389,0.056,73.693
43,blue|gray,2,1,gray,34,20,7,7,11.228,4.565,0.2366,0.0667,32.314
46,brown|orange|white,3,2,white,34,25,6,3,17.627,4.184,0.339,0.0591,48.73
46,blue|brown|gray,3,2,gray,34,24,6,4,12.262,3.729,0.3111,0.0594,37.808
46,black|brown|gray,3,1,black|gray,34,24,7,3,6.576,2.88,0.2293,0.0525,20.548
49,brown|orange,2,2,,34,18,11,5,23.671,6.087,0.534,0.0577,53.189
59,blue|gray|white,3,1,gray|white,34,24,5,5,17.121,6.306,0.2781,0.0852,58.676
64,brown|red,2,2,,34,22,5,7,15.115,4.79,0.4493,0.0716,32.89
65,gray|orange|red,3,2,gray,34,25,4,5,23.656,7.93,0.3633,0.0967,69.919
74,brown|orange|white,3,2,white,34,26,5,3,16.725,5.561,0.3347,0.098,47.51
80,brown|orange|red,3,3,,34,20,9,5,21.116,4.65,0.4509,0.096,42.379
89,red,1,1,,34,16,18,0,26.115,10.584,0.4938,0.1395,43.46
91,brown|gray|red,3,2,gray,34,24,6,4,11.921,3.275,0.3316,0.068,34.372
97,black|blue|brown,3,2,black,34,24,7,3,8.823,2.433,0.2721,0.0312,31.666
0,blue|brown|orange,3,3,,33,21,8,4,25.084,7.153,0.4376,0.0784,62.414
15,blue|gray|white,3,1,gray|white,33,23,6,4,10.486,5.655,0.2012,0.045,25.392
15,black|blue|gray,3,1,black|gray,33,23,6,4,6.606,2.843,0.2164,0.0377,23.087
24,brown|gray|red,3,2,gray,33,22,6,5,19.154,7.604,0.3465,0.0715,57.179
24,blue|gray|red,3,2,gray,33,21,8,4,17.876,8.487,0.3221,0.0951,57.502
33,brown|gray|orange,3,2,gray,33,25,6,2,14.51,4.494,0.2941,0.0533,38.606
33,brown|green|yellow,3,3,,33,19,2,12,23.354,3.986,0.4789,0.0966,62.098
35,gray|red|white,3,1,gray|white,33,26,5,2,18.954,5.485,0.2823,0.049,69.403
36,gray|green|yellow,3,2,gray,33,23,6,4,13.502,3.377,0.2382,0.0407,21.612
41,blue|brown|gray,3,2,gray,33,25,4,4,12.55,3.126,0.3208,0.073,41.577
43,brown|gray|red,3,2,gray,33,26,7,0,12.541,2.431,0.3333,0.0532,34.616
46,gray|green,2,1,gray,33,24,6,3,10.266,3.783,0.2274,0.0618,20.19
69,brown|gray|white,3,1,gray|white,33,23,7,3,10.569,2.884,0.238,0.0472,32.23
69,orange|red,2,2,,33,24,6,3,32.474,7.802,0.5022,0.0943,74.314
84,brown|cyan|yellow,3,3,,33,23,4,6,26.897,5.117,0.4603,0.0668,81.467
92,blue|gray,2,1,gray,33,29,4,0,20.399,5.386,0.3724,0.0736,42.549
94,gray|red,2,1,gray,33,23,7,3,23.198,12.06,0.3629,0.1683,71.838
96,blue|orange|white,3,2,white,33,28,3,2,28.537,3.163,0.4286,0.0351,80.23
97,gray|green|yellow,3,2,gray,33,23,8,2,20.63,5.27,0.3244,0.076,43.841
1,orange|red|white,3,2,white,32,24,6,2,21.221,7.535,0.3416,0.1098,53.917
15,red,1,1,,32,26,5,1,52.62,14.11,0.7235,0.1317,88.39
24,brown|gray,2,1,gray,32,22,7,3,13.217,4.809,0.2866,0.1388,37.47
25,blue|gray|white,3,1,gray|white,32,15,14,3,13.36,3.578,0.2612,0.0463,43.471
30,gray|red|white,3,1,gray|white,32,27,3,2,13.842,3.308,0.2709,0.0625,40.844
36,orange|white,2,1,white,32,23,7,2,17.176,3.975,0.2581,0.063,35.43
38,brown|gray|yellow,3,2,gray,32,23,7,2,15.979,2.301,0.2876,0.051,35.199
46,cyan|gray|white,3,1,gray|white,32,23,6,3,9.775,2.38,0.2371,0.0418,36.666
46,blue|gray|green,3,2,gray,32,24,6,2,13.119,3.557,0.3087,0.059,36.867
49,brown|gray|red,3,2,gray,32,22,8,2,12.454,3.477,0.3226,0.0683,38.085
51,pink|red|white,3,2,white,32,23,5,4,24.928,11.37,0.4339,0.125,72.039
52,blue|brown|gray,3,2,gray,32,22,6,4,8.424,2.098,0.3661,0.0532,27.683
55,brown|orange|red,3,3,,32,21,10,1,29.52,3.722,0.5648,0.053,62.265
57,orange|white,2,1,white,32,23,7,2,14.91,5.014,0.2301,0.0766,52.922
61,cyan|green|white,3,2,white,32,31,1,0,12.839,1.998,0.2968,0.0489,39.532
62,gray|red|white,3,1,gray|white,32,25,5,2,17.785,5.386,0.2709,0.0727,64.678
68,blue|gray,2,1,gray,32,18,7,7,14.914,4.188,0.2838,0.0809,50.241
77,orange|white,2,1,white,32,21,8,3,14.222,5.551,0.2193,0.0824,47.06
87,black|blue|gray,3,1,black|gray,32,26,3,3,6.258,1.643,0.1632,0.025,19.127
88,gray|orange|white,3,1,gray|white,32,23,6,3,12.941,2.319,0.2385,0.0405,43.85
91,brown|gray|orange,3,2,gray,32,22,6,4,16.743,4.284,0.3503,0.0795,44.496
92,blue|brown|orange,3,3,,32,25,5,2,30.212,4.745,0.5277,0.0559,63.924
94,brown|gray,2,1,gray,32,24,6,2,9.519,2.978,0.238,0.0818,29.718
97,brown|orange,2,2,,32,20,8,4,24.225,5.644,0.479,0.0771,49.653
1,black|orange|yellow,3,2,black,31,22,6,3,21.245,8.006,0.3383,0.1125,55.319
5,gray|orange|red,3,2,gray,31,25,5,1,25.095,6.16,0.4187,0.0974,69.851
19,gray|orange,2,1,gray,31,24,4,3,18.242,5.329,0.2987,0.0757,46.277
20,brown|gray|white,3,1,gray|white,31,19,9,3,9.166,2.271,0.1849,0.0463,26.698
24,gray|orange|yellow,3,2,gray,31,24,5,2,20.157,6.144,0.2846,0.0791,60.903
24,blue|gray|yellow,3,2,gray,31,22,6,3,13.147,6.696,0.2555,0.0706,41.223
25,blue|orange|white,3,2,white,31,21,4,6,20.293,3.998,0.3919,0.0737,62.811
25,brown|gray|orange,3,2,gray,31,27,4,0,15.478,2.82,0.3274,0.0575,42.59
28,gray|green,2,1,gray,31,20,8,3,10.445,5.502,0.2483,0.0806,19.556
29,gray|orange|red,3,2,gray,31,25,5,1,21.735,7.28,0.3495,0.1025,58.398
33,brown|orange|white,3,2,white,31,17,13,1,19.555,5.111,0.3364,0.0727,52.634
35,gray|green|white,3,1,gray|white,31,23,5,3,17.199,4.593,0.2707,0.0618,51.43
35,blue|gray,2,1,gray,31,21,9,1,16.773,6.287,0.2953,0.0958,49.248
36,gray|orange,2,1,gray,31,23,5,3,12.598,3.518,0.197,0.0461,29.52
36,brown|gray|red,3,2,gray,31,21,6,4,12.842,3.449,0.3361,0.0712,27.949
39,brown|orange|red,3,3,,31,20,7,4,18.191,3.248,0.4165,0.0682,39.953
41,black|blue|gray,3,1,black|gray,31,22,7,2,9.483,2.716,0.2374,0.0472,33.234
43,blue|brown|gray,3,2,gray,31,19,4,8,12.565,2.957,0.3128,0.0693,37.463
44,gray|red|white,3,1,gray|white,31,22,6,3,13.689,6.564,0.2581,0.0872,43.28
48,blue|gray,2,1,gray,31,20,7,4,17.069,8.085,0.3255,0.1457,46.667
51,cyan|gray|red,3,2,gray,31,22,7,2,17.789,6.315,0.3617,0.0816,62.218
56,gray|orange,2,1,gray,31,29,1,1,22.26,7.716,0.3379,0.1216,50.907
56,gray|orange|white,3,1,gray|white,31,20,6,5,14.706,3.325,0.2247,0.0587,38.152
57,gray|orange,2,1,gray,31,18,8,5,17.182,7.704,0.2583,0.0884,55.903
76,blue,1,1,,31,26,3,2,26.58,7.86,0.4743,0.0921,52.647
79,blue|gray,2,1,gray,31,25,4,2,11.978,4.605,0.2414,0.0768,33.682
90,blue|gray|white,3,1,gray|white,31,15,11,5,10.955,2.319,0.2182,0.0386,32.38
91,brown|orange|red,3,3,,31,26,3,2,21.902,5.549,0.5508,0.1053,55.122
1,brown|gray|red,3,2,gray,30,21,6,3,16.87,8.229,0.3391,0.1136,39.44
1,brown|gray,2,1,gray,30,21,5,4,11.876,4.486,0.2654,0.092,27.705
9,blue|gray|orange,3,2,gray,30,21,6,3,17.372,3.328,0.3821,0.081,56.773
11,gray|orange|purple,3,2,gray,30,21,7,2,15.509,2.927,0.3355,0.0649,43.568
15,gray|orange|white,3,1,gray|white,30,21,6,3,12.864,3.899,0.2093,0.0602,43.162
21,gray|white|yellow,3,1,gray|white,30,24,3,3,21.127,3.4,0.264,0.0386,54.166
24,white|yellow,2,1,white,30,23,5,2,30.175,14.473,0.3484,0.1605,80.13
24,blue|red|white,3,2,white,30,23,5,2,26.703,8.733,0.3824,0.1141,88.133
26,brown|orange|white,3,2,white,30,20,5,5,16.247,4.119,0.3336,0.0581,46.284
29,red|white,2,1,white,30,22,8,0,25.888,13.418,0.3558,0.1417,74.235
35,brown|gray|orange,3,2,gray,30,18,9,3,17.112,4.24,0.3313,0.0652,47.456
38,gray|white,2,0,gray|white,30,22,6,2,11.014,2.332,0.175,0.0261,32.891
39,brown|gray|white,3,1,gray|white,30,21,6,3,9.671,2.488,0.2128,0.042,27.786
47,brown|gray,2,1,gray,30,20,7,3,8.958,2.917,0.2114,0.0583,20.703
49,gray|green|white,3,1,gray|white,30,20,6,4,7.482,2.38,0.1732,0.0404,10.741
51,gray|white,2,0,gray|white,30,21,7,2,11.197,3.645,0.2006,0.0345,38.679
66,gray|red|white,3,1,gray|white,30,20,8,2,18.644,5.969,0.2467,0.0576,62.832
66,blue,1,1,,30,26,4,0,33.938,8.319,0.5209,0.1104,70.108
71,gray|orange|white,3,1,gray|white,30,23,4,3,16.523,5.422,0.2419,0.0591,53.52
71,brown|gray|red,3,2,gray,30,20,9,1,13.612,4.61,0.3097,0.0789,41.27
78,blue|gray,2,1,gray,30,24,4,2,13.647,5.376,0.3048,0.1034,47.299
78,brown|gray|red,3,2,gray,30,22,6,2,13.162,4.227,0.3453,0.0752,39.742
81,blue|brown|gray,3,2,gray,30,21,7,2,10.685,3.796,0.2555,0.0667,30.345
89,brown|gray|red,3,2,gray,30,21,7,2,13.151,4.946,0.3181,0.0844,38.012
89,brown|orange|white,3,2,white,30,22,5,3,17.867,5.482,0.3321,0.0988,53.222
93,gray|orange|white,3,1,gray|white,30,23,5,2,17.605,3.602,0.2407,0.0513,49.616
1,orange|white,2,1,white,29,23,5,1,13.272,4.027,0.1937,0.0563,38.698
14,brown|orange|yellow,3,3,,29,18,11,0,27.233,7.419,0.4666,0.0728,61.893
15,black|gray|orange,3,1,black|gray,29,17,6,6,12.356,3.009,0.2351,0.0483,46.343
15,gray|red|white,3,1,gray|white,29,21,6,2,14.169,6.842,0.2438,0.0999,41.63
15,brown|gray|yellow,3,2,gray,29,18,7,4,15.374,5.084,0.2989,0.0776,46.828
19,brown|gray|white,3,1,gray|white,29,21,2,6,9.42,3.329,0.2102,0.0471,27.947
22,brown|cyan|green,3,3,,29,21,8,0,23.085,4.302,0.5291,0.0683,75.163
24,gray|green|white,3,1,gray|white,29,19,7,3,17.072,5.507,0.2557,0.076,48.434
25,blue|gray|green,3,2,gray,29,22,3,4,18.348,6.671,0.33,0.0788,54.268
27,gray|green|yellow,3,2,gray,29,22,5,2,17.139,3.222,0.2906,0.0672,33.744
30,blue|gray|red,3,2,gray,29,20,7,2,16.48,3.177,0.2994,0.0432,52.605
36,gray|white|yellow,3,1,gray|white,29,19,7,3,11.636,3.255,0.2014,0.0396,23.359
38,gray|white|yellow,3,1,gray|white,29,22,5,2,15.227,2.775,0.2227,0.0434,40.886
38,orange|white,2,1,white,29,26,1,2,17.651,3.365,0.2382,0.0454,42.689
44,gray|red,2,1,gray,29,20,6,3,20.166,11.552,0.3338,0.1451,59.103
44,gray|green|white,3,1,gray|white,29,23,6,0,11.772,5.047,0.198,0.0629,28.651
46,blue|orange|white,3,2,white,29,16,11,2,16.141,4.128,0.3315,0.0666,54.705
46,black|blue|gray,3,1,black|gray,29,22,5,2,7.713,2.895,0.2256,0.079,22.459
48,gray|orange|white,3,1,gray|white,29,23,4,2,13.697,2.92,0.226,0.0301,43.057
49,brown|gray|white,3,1,gray|white,29,17,9,3,11.415,2.978,0.2504,0.0664,32.79
51,brown|gray|orange,3,2,gray,29,19,8,2,16.264,4.011,0.3225,0.0828,42.172
51,blue|red,2,2,,29,20,8,1,32.475,16.857,0.5296,0.1326,87.979
53,black|blue|gray,3,1,black|gray,29,21,6,2,9.506,4.187,0.2219,0.0511,27.343
54,orange|red|white,3,2,white,29,19,7,3,28.377,6.373,0.479,0.0822,90.982
54,blue|gray|yellow,3,2,gray,29,21,4,4,24.908,4.068,0.3211,0.0402,75.569
58,blue|gray|white,3,1,gray|white,29,19,6,4,12.3,3.236,0.2529,0.0384,41.477
59,gray|red|white,3,1,gray|white,29,18,7,4,20.605,6.365,0.2773,0.055,69.808
66,blue|white,2,1,white,29,20,2,7,25.253,8.282,0.3895,0.1205,64.881
68,blue|brown|gray,3,2,gray,29,24,4,1,14.813,4.07,0.3137,0.0512,49.312
71,blue|gray,2,1,gray,29,24,2,3,15.393,5.293,0.2642,0.0815,47.494
84,cyan|orange|white,3,2,white,29,23,3,3,22.858,3.011,0.3098,0.0555,74.347
88,brown|gray|red,3,2,gray,29,18,8,3,12.468,2.346,0.3452,0.0506,38.883
93,brown|orange|red,3,3,,29,22,7,0,25.756,7.408,0.4783,0.1117,49.674
94,brown|gray|orange,3,2,gray,29,16,10,3,18.706,5.115,0.3512,0.0836,52.237
94,gray|red|white,3,1,gray|white,29,24,3,2,12.532,4.5,0.2343,0.0393,46.946
5,brown|orange|yellow,3,3,,28,22,5,1,27.133,6.233,0.4692,0.1061,57.83
5,gray|red|white,3,1,gray|white,28,21,4,3,23.151,7.034,0.3074,0.0816,90.289
7,gray|orange|white,3,1,gray|white,28,17,8,3,15.706,6.232,0.2397,0.0688,52.7
10,gray|orange|yellow,3,2,gray,28,17,7,4,24.098,5.337,0.334,0.0781,65.52
15,gray|yellow,2,1,gray,28,21,4,3,39.317,14.456,0.5214,0.1737,80.029
17,blue|gray|white,3,1,gray|white,28,23,4,1,10.997,4.376,0.2311,0.0587,32.707
26,blue|brown|gray,3,2,gray,28,18,5,5,10.307,3.633,0.2928,0.0542,33.535
29,gray|red,2,1,gray,28,20,7,1,21.707,9.674,0.3325,0.1206,61.939
29,black|brown|gray,3,1,black|gray,28,22,5,1,8.225,3.361,0.2557,0.0612,29.197
35,blue|gray|orange,3,2,gray,28,17,8,3,17.988,3.415,0.3317,0.0614,57.53
38,gray|orange|yellow,3,2,gray,28,18,9,1,20.98,6.6,0.2986,0.0788,47.684
43,blue|gray|red,3,2,gray,28,21,4,3,12.748,2.881,0.3001,0.0477,41.057
47,gray|green|white,3,1,gray|white,28,18,8,2,12.879,4.771,0.2214,0.0518,27.448
51,black|red,2,1,black,28,11,11,6,15.476,7.946,0.3021,0.1076,58.761
51,brown|gray|white,3,1,gray|white,28,20,5,3,8.557,3.09,0.2026,0.0519,26.591
57,orange|red|white,3,2,white,28,18,7,3,18.097,3.91,0.3112,0.1008,52.822
59,brown|gray|orange,3,2,gray,28,17,7,4,21.564,5.852,0.3654,0.0857,57.5
69,brown|gray|yellow,3,2,gray,28,19,8,1,18.125,4.912,0.3636,0.0705,43.785
71,brown|gray|orange,3,2,gray,28,17,9,2,14.25,3.275,0.2536,0.0602,45.436
71,brown|gray|white,3,1,gray|white,28,19,7,2,9.786,2.624,0.2282,0.0907,29.57
72,green|orange|red,3,3,,28,28,0,0,35.749,2.135,0.5276,0.0265,114.81
74,brown|orange,2,2,,28,16,9,3,27.633,9.005,0.5188,0.1474,50.802
74,brown|orange|red,3,3,,28,16,9,3,23.26,6.856,0.4835,0.1088,52.123
79,brown|gray|orange,3,2,gray,28,21,5,2,16.014,3.971,0.3068,0.0581,36.92
86,brown|green|yellow,3,3,,28,21,5,2,18.938,6.944,0.4835,0.0544,39.699
87,gray|green|yellow,3,2,gray,28,19,7,2,17.977,3.398,0.308,0.0738,40.385
89,brown|gray|white,3,1,gray|white,28,17,10,1,10.328,3.133,0.2261,0.0694,32.505
94,gray|orange|white,3,1,gray|white,28,20,6,2,14.764,4.717,0.2354,0.073,44.623
97,brown|gray|white,3,1,gray|white,28,19,5,4,12.174,3.055,0.2486,0.0696,34.532
97,black|blue|white,3,1,black|white,28,19,6,3,7.885,2.633,0.203,0.0514,26.415
2,blue|gray|red,3,2,gray,27,16,8,3,16.58,4.24,0.2846,0.0587,48.293
14,gray|green|yellow,3,2,gray,27,20,5,2,19.661,5.529,0.3128,0.072,44.64
